Hostname,Distro,CVE ID,Compliance ID,Type,Severity,Packages,Source Package,Package Version,Package License,CVSS,Fix Status,Vulnerability Tags,Description,Cause,Published,Services,Cluster,Vulnerability Link
my-fake-host-10.somewhere.cloud,redhat-RHEL7,CVE-2021-44142,46,image,critical,samba-common-libs,,4.10.16-17.el7_9,GPLv3+ and LGPLv3+,9.90,fixed in 4.10.16-18.el7_9,,"Samba is an open-source implementation of the Server Message Block (SMB) protocol and the related Common Internet File System (CIFS) protocol, which allow PC-compatible machines to share files, printers, and various information.  Security Fix(es):  * samba: Out-of-bounds heap read/write vulnerability in VFS module vfs_fruit allows code execution (CVE-2021-44142)  For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.  Bug Fix(es):  * Fix username map script regression introduced with CVE-2020-25717 (BZ#2046173)",,2022-01-31 00:00:00.000,,,http://somewhere.cloud/errata/RHSA-2022:0328
my-fake-host-11.somewhere.cloud,redhat-RHEL7,CVE-2017-9936,46,image,low,libtiff,,4.0.3-35.el7,libtiff,3.30,will not fix,,"In LibTIFF 4.0.8, there is a memory leak in tif_jbig.c. A crafted TIFF document can lead to a memory leak resulting in a remote denial of service attack.",,2017-06-26 12:29:00.000,,,http://somewhere.cloud/security/cve/CVE-2017-9936
my-fake-host-11.somewhere.cloud,redhat-RHEL7,CVE-2017-9935,46,image,moderate,libtiff,,4.0.3-35.el7,libtiff,3.30,will not fix,,"In LibTIFF 4.0.8, there is a heap-based buffer overflow in the t2p_write_pdf function in tools/tiff2pdf.c. This heap overflow could lead to different damages. For example, a crafted TIFF document can lead to an out-of-bounds read in TIFFCleanup, an invalid free in TIFFClose or t2p_free, memory corruption in t2p_readwrite_pdf_image, or a double free in t2p_free. Given these possibilities, it probably could cause arbitrary code execution.",,2017-06-26 12:29:00.000,,,http://somewhere.cloud/security/cve/CVE-2017-9935
my-fake-host-11.somewhere.cloud,redhat-RHEL7,CVE-2017-9815,46,image,low,libtiff,,4.0.3-35.el7,libtiff,3.30,will not fix,,"In LibTIFF 4.0.7, the TIFFReadDirEntryLong8Array function in libtiff/tif_dirread.c mishandles a malloc operation, which allows attackers to cause a denial of service (memory leak within the function _TIFFmalloc in tif_unix.c) via a crafted file.",,2017-06-22 15:29:00.000,,,http://somewhere.cloud/security/cve/CVE-2017-9815
my-fake-host-11.somewhere.cloud,redhat-RHEL7,CVE-2020-16845,411,image,high,go,,1.14.4,,7.50,"fixed in 1.14.7, 1.13.15",,"DOCUMENTATION: A flaw was found in the Go encoding/binary package. Certain invalid inputs to the ReadUvarint or the ReadVarint causes those functions to read an unlimited number of bytes from the ByteReader argument before returning an error. This flaw possibly leads to processing more input than expected. The highest threat from this vulnerability is to system availability.             STATEMENT: OpenShift Container Platform (OCP), OpenShift ServiceMesh (OSSM), RedHat OpenShift Jaeger (RHOSJ) and OpenShift Virtualization components are primarily written in Go, meaning that any component using the encoding/binary package includes the vulnerable code. The affected components are behind OpenShift OAuth authentication, therefore the impact is low.  Red Hat Gluster Storage 3, Red Hat OpenShift Container Storage 4 and Red Hat Ceph Storage (3 and 4)  components are built with the affected version of Go, however the vulnerable functionality is currently not used by these products and hence this issue has been rated as having a security impact of Low.",,2020-08-06 00:00:00.000,,,http://somewhere.cloud/detail/CVE-2020-16845
my-fake-host-11.somewhere.cloud,redhat-RHEL7,CVE-2016-1583,46,image,important,kernel,,3.10.0-1160.49.1.el7,GPLv2,8.10,affected,,"The ecryptfs_privileged_open function in fs/ecryptfs/kthread.c in the Linux kernel before 4.6.3 allows local users to gain privileges or cause a denial of service (stack memory consumption) via vectors involving crafted mmap calls for /proc pathnames, leading to recursive pagefault handling.",,2016-06-27 10:59:00.000,,,http://somewhere.cloud/security/cve/CVE-2016-1583
my-fake-host-11.somewhere.cloud,redhat-RHEL7,CVE-2021-44142,46,image,critical,samba-common,,4.10.16-17.el7_9,GPLv3+ and LGPLv3+,9.90,fixed in 4.10.16-18.el7_9,,"Samba is an open-source implementation of the Server Message Block (SMB) protocol and the related Common Internet File System (CIFS) protocol, which allow PC-compatible machines to share files, printers, and various information.  Security Fix(es):  * samba: Out-of-bounds heap read/write vulnerability in VFS module vfs_fruit allows code execution (CVE-2021-44142)  For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.  Bug Fix(es):  * Fix username map script regression introduced with CVE-2020-25717 (BZ#2046173)",,2022-01-31 00:00:00.000,,,http://somewhere.cloud/errata/RHSA-2022:0328
my-fake-host-12.somewhere.cloud,redhat-RHEL7,,64118,linux,high,,,,,0.00,,,(CIS_Linux_2.0.0 - 4.1.19) Ensure the audit configuration is immutable,Audit rules can be modified with auditctl,,,,
my-fake-host-12.somewhere.cloud,redhat-RHEL7,,6143,linux,critical,,,,,0.00,,,(CIS_Linux_2.0.0 - 1.4.3) Ensure authentication required for single user mode,"Password should be set for user ""root"". File: /etc/shadow",,,,
my-fake-host-12.somewhere.cloud,redhat-RHEL7,CVE-2021-3981,46,image,low,grub2-tools-extra,,2.02-0.87.el7_9.7,GPLv3+,3.30,will not fix,,grub2: Incorrect permission in grub.cfg allow unprivileged user to read the file content,,,,,http://somewhere.cloud/security/cve/CVE-2021-3981
my-fake-host-12.somewhere.cloud,redhat-RHEL7,CVE-2021-3408,46,image,moderate,grub2-tools-extra,,2.02-0.87.el7_9.7,GPLv3+,7.50,under investigation,,no description is available for this cve.,,2021-03-02 00:00:00.000,,,http://somewhere.cloud/security/cve/CVE-2021-3408
my-fake-host-12.somewhere.cloud,redhat-RHEL7,CVE-2021-4155,46,image,important,kernel,,3.10.0-1160.49.1.el7,GPLv2,5.50,affected,,"This is a kernel live patch module which is automatically loaded by the RPM post-install script to modify the code of a running kernel.  Security Fix(es):  * kernel: xfs: raw block device data leak in XFS_IOC_ALLOCSP IOCTL (CVE-2021-4155)  For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section.",,2022-01-10 00:00:00.000,,,http://somewhere.cloud/security/cve/CVE-2021-4155
my-fake-host-12.somewhere.cloud,redhat-RHEL7,CVE-2020-28362,411,image,high,go,,1.14.4,,7.50,"fixed in 1.15.4, 1.14.12",,Red Hat\'s versions of the associated software have been determined to NOT be affected by CVE-2020-28362.,,2020-11-12 00:00:00.000,,,http://somewhere.cloud/detail/CVE-2020-28362
my-fake-host-13.somewhere.cloud,redhat-RHEL7,,6412,linux,high,,,,,0.00,,,(CIS_Linux_2.0.0 - 4.1.3) Ensure auditd service is enabled,,,,,
my-fake-host-13.somewhere.cloud,redhat-RHEL7,,6143,linux,critical,,,,,0.00,,,(CIS_Linux_2.0.0 - 1.4.3) Ensure authentication required for single user mode,"Password should be set for user ""root"". File: /etc/shadow",,,,
my-fake-host-13.somewhere.cloud,redhat-RHEL7,CVE-2018-8740,46,image,low,sqlite,,3.7.17-8.el7_7.1,Public Domain,3.30,will not fix,,"In SQLite through 3.22.0, databases whose schema is corrupted using a CREATE TABLE AS statement could cause a NULL pointer dereference, related to build.c and prepare.c.",,2018-03-17 00:29:00.000,,,http://somewhere.cloud/security/cve/CVE-2018-8740
my-fake-host-13.somewhere.cloud,redhat-RHEL7,CVE-2017-7000,46,image,moderate,sqlite,,3.7.17-8.el7_7.1,Public Domain,6.50,will not fix,,"An issue was discovered in certain Apple products. iOS before 10.3.2 is affected. macOS before 10.12.5 is affected. The issue involves the \""SQLite\"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",,2017-07-25 00:00:00.000,,,http://somewhere.cloud/security/cve/CVE-2017-7000
my-fake-host-13.somewhere.cloud,redhat-RHEL7,CVE-2016-1583,46,image,important,kernel,,3.10.0-1160.45.1.el7,GPLv2,8.10,affected,,"The ecryptfs_privileged_open function in fs/ecryptfs/kthread.c in the Linux kernel before 4.6.3 allows local users to gain privileges or cause a denial of service (stack memory consumption) via vectors involving crafted mmap calls for /proc pathnames, leading to recursive pagefault handling.",,2016-06-27 10:59:00.000,,,http://somewhere.cloud/security/cve/CVE-2016-1583
my-fake-host-13.somewhere.cloud,redhat-RHEL7,CVE-2020-29652,416,image,high,golang.org/x/crypto,,v0.0.0-20200510223506-06a226fb4e37,,7.50,fixed in v0.0.0-20201216223049-8b5274cf687f,,"DOCUMENTATION: A null pointer dereference vulnerability was found in golang. When using the library\'s ssh server without specifying an option for GSSAPIWithMICConfig, it is possible for an attacker to craft an ssh client connection using the `gssapi-with-mic` authentication method and cause the server to panic resulting in a denial of service. The highest threat from this vulnerability is to system availability.             STATEMENT: A large number of products include the affected package, but do not make use of the vulnerable SSH server code.  Accordingly, the flaw itself is rated as \""Important\"", but these products themselves all have a \""Low\"" severity rating.  Additionally, a number of products include golang.org/x/crypto (or even golang.org/x/crypto/ssh/terminal) but not specifically golang.org/x/crypto/ssh/server.go in the final build. As this would result in a very large number of entries of not affected products, only products which include the ssh server code (golang.org/x/crypto/ssh/server.go) have been represented here.    Red Hat Enterprise Linux 8 container-tools:rhel8/containernetworking-plugins is not affected because although it uses some functionality from golang.org/x/crypto, it does not use or import anything from golang.org/x/crypto/ssh/*.",,2020-12-16 00:00:00.000,,,http://somewhere.cloud/detail/CVE-2020-29652
my-fake-host-13.somewhere.cloud,redhat-RHEL7,CVE-2021-38297,411,image,critical,go,,1.17.1,,9.80,"fixed in 1.17.2, 1.16.9",,Red Hat\'s versions of the associated software have been determined to NOT be affected by CVE-2021-38297.,,2021-10-07 00:00:00.000,,,http://somewhere.cloud/detail/CVE-2021-38297
my-fake-host-14.somewhere.cloud,redhat-RHEL7,,6412,linux,high,,,,,0.00,,,(CIS_Linux_2.0.0 - 4.1.3) Ensure auditd service is enabled,,,,,
my-fake-host-14.somewhere.cloud,redhat-RHEL7,,6143,linux,critical,,,,,0.00,,,(CIS_Linux_2.0.0 - 1.4.3) Ensure authentication required for single user mode,"Password should be set for user ""root"". File: /etc/shadow",,,,
my-fake-host-14.somewhere.cloud,redhat-RHEL7,CVE-2015-3218,46,image,low,polkit,,0.112-26.el7_9.1,LGPLv2+,2.10,will not fix,,The authentication_agent_new function in polkitbackend/polkitbackendinteractiveauthority.c in PolicyKit (aka polkit) before 0.113 allows local users to cause a denial of service (NULL pointer dereference and polkitd daemon crash) by calling RegisterAuthenticationAgent with an invalid object path.,,2015-10-26 19:59:00.000,polkit,,http://somewhere.cloud/security/cve/CVE-2015-3218
my-fake-host-14.somewhere.cloud,redhat-RHEL7,CVE-2015-3255,46,image,moderate,polkit,,0.112-26.el7_9.1,LGPLv2+,4.40,will not fix,,The polkit_backend_action_pool_init function in polkitbackend/polkitbackendactionpool.c in PolicyKit (aka polkit) before 0.113 might allow local users to gain privileges via duplicate action IDs in action descriptions.,,2015-10-26 19:59:00.000,polkit,,http://somewhere.cloud/security/cve/CVE-2015-3255
my-fake-host-14.somewhere.cloud,redhat-RHEL7,CVE-2021-38297,411,image,critical,go,,1.17.1,,9.80,"fixed in 1.17.2, 1.16.9",,Red Hat\'s versions of the associated software have been determined to NOT be affected by CVE-2021-38297.,,2021-10-07 00:00:00.000,,,http://somewhere.cloud/detail/CVE-2021-38297
my-fake-host-14.somewhere.cloud,redhat-RHEL7,CVE-2021-33194,411,image,high,go,,1.14.4,,7.50,,,"DOCUMENTATION: A flaw was found in golang. An attacker can craft an input to ParseFragment within parse.go that would cause it to enter an infinite loop and never return. The greatest threat to the system is of availability.             STATEMENT: Red Hat Developer Tools go-toolset-1.14-golang not affected because the vulnerable code is not shipped.  This vulnerability within golang and buildah shipped with RHEL-7 are out of support scope. For more information on Red Hat\'s support scope, visit: http://somewhere.cloud/support/policy/updates/errata  For RHEL-8\'s go-toolset:rhel8/golang, container-tools:1.0/buildah, container-tools:2.0/buildah, and container-tools:rhel8/buildah, the affected function is only used in e2e tests.  For RHEL-9\'s golang and buildah, the affected function is only used in e2e tests.  Red Hat Openshift Container Storage has dependencies with the affected code, however, low priority trackers were filed as the vulnerable code is not shipped or used.",,2021-05-20 00:00:00.000,,,http://somewhere.cloud/detail/CVE-2021-33194
my-fake-host-14.somewhere.cloud,redhat-RHEL7,CVE-2016-1568,46,image,important,qemu-guest-agent,,2.12.0-3.el7,GPLv2,4.00,affected,,"Use-after-free vulnerability in hw/ide/ahci.c in QEMU, when built with IDE AHCI Emulation support, allows guest OS users to cause a denial of service (instance crash) or possibly execute arbitrary code via an invalid AHCI Native Command Queuing (NCQ) AIO command.",,2016-04-12 02:00:00.000,,,http://somewhere.cloud/security/cve/CVE-2016-1568
my-fake-host-15.somewhere.cloud,redhat-RHEL7,,6141,linux,high,,,,,0.00,,,(CIS_Linux_2.0.0 - 1.4.1) Ensure permissions on bootloader config are configured,"File permissions not configured properly, expected: 600, actual: 644. Full path: /boot/grub2/grub.cfg",,,,
my-fake-host-15.somewhere.cloud,redhat-RHEL7,,6143,linux,critical,,,,,0.00,,,(CIS_Linux_2.0.0 - 1.4.3) Ensure authentication required for single user mode,"Password should be set for user ""root"". File: /etc/shadow",,,,
my-fake-host-15.somewhere.cloud,redhat-RHEL7,CVE-2016-4476,46,image,low,wpa_supplicant,,2.6-12.el7_9.2,BSD,5.90,will not fix,,"hostapd 0.6.7 through 2.5 and wpa_supplicant 0.6.7 through 2.5 do not reject \n and \r characters in passphrase parameters, which allows remote attackers to cause a denial of service (daemon outage) via a crafted WPS operation.",,2016-05-09 10:59:00.000,,,http://somewhere.cloud/security/cve/CVE-2016-4476
my-fake-host-15.somewhere.cloud,redhat-RHEL7,CVE-2022-23304,46,image,moderate,wpa_supplicant,,2.6-12.el7_9.2,BSD,5.30,under investigation,,The implementations of EAP-pwd in hostapd before 2.10 and wpa_supplicant before 2.10 are vulnerable to side-channel attacks as a result of cache access patterns. NOTE: this issue exists because of an incomplete fix for CVE-2019-9495.,,2022-01-17 02:15:00.000,,,http://somewhere.cloud/security/cve/CVE-2022-23304
my-fake-host-15.somewhere.cloud,redhat-RHEL7,CVE-2021-41772,411,image,high,go,,1.17.1,,7.50,"fixed in 1.17.3, 1.16.10",,"DOCUMENTATION: A vulnerability was found in archive/zip of the Go standard library. Applications written in Go where Reader.Open (the API implementing io/fs.FS introduced in Go 1.16) can panic when parsing a crafted ZIP archive containing completely invalid names or an empty filename argument.             STATEMENT: * In OpenShift Container Platform multiple components are written in Go and use archive/zip from the standard library. However, all such components are short lived client side tools, not long lived server side executables. As the maximum impact of this vulnerability is a denial of service in client utilities, this vulnerability is rated Low for OpenShift Container Plaform.  * Because Service Telemetry Framework1.2 will be retiring soon and the flaw\'s impact is lower, no update will be provided at this time for STF1.2\'s sg-core-container.  * Because Red Hat Ceph Storage only uses Go\'s archive/zip for the Grafana CLI and thus is not directly exploitable, the vulnerability has been rated low for Red Hat Ceph Storage.",,2021-08-30 00:00:00.000,,,http://somewhere.cloud/detail/CVE-2021-41772
my-fake-host-15.somewhere.cloud,redhat-RHEL7,CVE-2021-38297,411,image,critical,go,,1.17.1,,9.80,"fixed in 1.17.2, 1.16.9",,Red Hat\'s versions of the associated software have been determined to NOT be affected by CVE-2021-38297.,,2021-10-07 00:00:00.000,,,http://somewhere.cloud/detail/CVE-2021-38297
my-fake-host-15.somewhere.cloud,redhat-RHEL7,CVE-2018-14619,46,image,important,kernel,,3.10.0-1160.45.1.el7,GPLv2,6.20,affected,,"A flaw was found in the crypto subsystem of the Linux kernel before version kernel-4.15-rc4. The \""null skcipher\"" was being dropped when each af_alg_ctx was freed instead of when the aead_tfm was freed. This can cause the null skcipher to be freed while it is still in use leading to a local user being able to crash the system or possibly escalate privileges.",,2018-08-30 12:29:00.000,,,http://somewhere.cloud/security/cve/CVE-2018-14619
